"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
1040;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
1041;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;"10";;;;;;;;"10";;;;;;;
1043;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1044;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"80";;;;;
1045;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
1046;"DAG241";;-52.564758562;-3.322069435;"1521-DM-S-081";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"500";"< 1";"ND";"ND";"5";"30";"10";"30";"500";"5";"15";"10";"15";"ND";"10";"ND";"ND";"100";"ND";"65";"ND";"> 1000";;;"< 0,05";"2";"7,0000000000000007E-2";"> 1"
1047;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
1048;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
1049;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"10";;;;;;;;"5";;;;;;;
1051;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1052;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1053;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
1054;"DAG242";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"300";"< 1";"ND";"ND";"< 5";"30";"< 5";"70";"150";"ND";"15";"ND";"15";"ND";"10";"ND";"ND";"30";"ND";"100";"ND";"> 1000";;;"< 0,05";"0,5";"0,03";"> 1"
1055;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
1056;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
1057;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"10";;;;;;;;"5";;;;;;;
1058;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1059;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1060;"DAG242A";;-52.556229431;-3.352074195;"1521-DM-S-082";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"0";;;;;;;;;;;;;;
1061;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;
1062;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;
1063;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"15";;;;;;"15";;;;;;;;"25";;;;;;;
1065;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1066;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"110";;;;;
1067;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
1068;"DAG243";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"< 1";"ND";"ND";"7";"50";"30";"30";"300";"7";"15";"15";"50";"ND";"10";"50";"ND";"70";"ND";"30";"ND";"1000";;;"< 0,05";"5";"0,1";"1"
1069;"DAG243A";;-52.566889814;-3.341510171;"1521-DM-S-083";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;
1070;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1071;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;
1072;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"20";;;;;;"10";;;;;;;;"25";;;;;;;
1074;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
1075;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"150";;;;;
1076;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;
1077;"DAG244";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"< 1";"ND";"ND";"7";"70";"30";"30";"700";"7";"15";"20";"15";"ND";"15";"ND";"ND";"100";"ND";"30";"ND";"> 1000";;;"0,05";"3";"0,15";"> 1"
1078;"DAG244A";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1079;"DAG244A";;-52.587011384;-3.35248441;"1521-DM-S-084";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;
1080;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1081;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
1082;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;"< 5";;;;;;;;"15";;;;;;;
1084;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
1085;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1086;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
1087;"DAG248";;-52.553654513;-3.413279795;"1521-DM-S-089";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"100";"< 1";"ND";"ND";"5";"10";"5";"30";"150";"ND";"10";"7";"ND";"ND";"ND";"ND";"ND";"30";"ND";"ND";"ND";"500";;;"< 0,05";"0,7";"< 0,02";"0,5"
1088;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1089;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
1090;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"5";;;;;;;;"10";;;;;;;
1092;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1093;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1094;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
1095;"DAG249";;-52.550500777;-3.417352864;"1521-DM-S-090";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"500";"< 1";"ND";"ND";"7";"20";"< 5";"30";"700";"ND";"20";"5";"15";"ND";"10";"ND";"ND";"30";"ND";"50";"ND";"> 1000";;;"< 0,05";"1,5";"< 0,02";"> 1"
1096;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
1097;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
1098;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"< 5";;;;;;;;"5";;;;;;;
1100;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1101;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1102;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
1103;"DAG250";;-52.556248497;-3.442665029;"1521-DM-S-091";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"500";"< 1";"ND";"ND";"5";"15";"< 5";"30";"300";"ND";"15";"< 5";"ND";"ND";"< 5";"ND";"ND";"20";"ND";"20";"ND";"> 1000";;;"< 0,05";"0,7";"< 0,02";"0,7"
1104;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1105;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
1106;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"15";;;;;;;;"10";;;;;;;
1108;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
1109;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"60";;;;;
1110;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
1111;"DAG251";;-52.549573814;-3.479755712;"1521-DM-S-092";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"1000";"< 1";"ND";"ND";"< 5";"15";"< 5";"100";"300";"ND";"10";"< 5";"50";"ND";"ND";"ND";"ND";"10";"ND";"41";"ND";"700";;;"7,0000000000000007E-2";"0,7";"< 0,02";"0,3"
1112;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
1113;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
1114;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"20";;;;;;;;"15";;;;;;;
1116;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1117;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"90";;;;;
1118;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"0";;;;;;;;;;;;;;
1119;"DAG252";;-52.549573814;-3.479755712;"1521-DM-S-093";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"1500";"< 1";"ND";"ND";"5";"20";"< 5";"150";"500";"ND";"15";"< 5";"70";"ND";"< 5";"ND";"< 100";"20";"ND";"41";"ND";"> 1000";;;"0,15";"1,5";"7,0000000000000007E-2";"0,7"
1120;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
1121;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
1122;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"5";;;;;;;;"5";;;;;;;
1124;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
1125;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
1126;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
1127;"DAG253";;-52.536790558;-3.510241611;"1521-DM-S-094";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"1500";"< 1";"ND";"ND";"< 5";"< 10";"< 5";"70";"150";"ND";"< 10";"ND";"30";"ND";"ND";"ND";"< 100";"< 10";"ND";"< 10";"ND";"200";;;"7,0000000000000007E-2";"0,7";"< 0,02";"0,2"
1128;"DAG254";;-52.61591716;-3.403686999;"1521-DM-S-095";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
1129;"DAG254";;-52.61591716;-3.403686999;"1521-DM-S-095";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;
1130;"DAG254";;-52.61591716;-3.403686999;"1521-DM-S-095";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131;"DAG254";;-52.61591716;-3.403686999;"1521-DM-S-095";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"20";;;;;;"10";;;;;;;;"45";;;;;;;
1132;"DAG254";;-52.61591716;-3.403686999;"1521-DM-S-095";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
